uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110006090,54,Medium,Very important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Woman,Student,"Unskilled manual worker, etc.",Rural area or village,The middle class of society,5,4 Oct 21,8 - 12 h,3127,DK04 - Midtjylland
110006091,66,Not at all,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Unskilled manual worker, etc.",Rural area or village,The working class of society,5,4 Oct 21,13 - 16 h,1531,DK04 - Midtjylland
110006092,75,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Woman,Student,"Unskilled manual worker, etc.",Rural area or village,The working class of society,5,4 Oct 21,13 - 16 h,2084,DK04 - Midtjylland
110006093,63,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Owner of a shop, craftsmen, etc.",Rural area or village,The working class of society,5,4 Oct 21,13 - 16 h,2875,DK04 - Midtjylland
110006094,79,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,6,4 Oct 21,13 - 16 h,2622,DK04 - Midtjylland
110006096,33,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,9,3 Oct 21,8 - 12 h,3086,DK01 - Hovedstaden
110006097,38,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,(Re)Married,DEN:Short cycle tertiary,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,1 Left,4 Oct 21,17 - 19 h,2022,DK01 - Hovedstaden
110006098,77,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,9,4 Oct 21,13 - 16 h,2037,DK03 - Syddanmark
110006099,61,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Primary school 8-11 years,Man,"Unemployed, temporarily not working","Employed position, service job",Small/middle town,The middle class of society,10 Right,4 Oct 21,17 - 19 h,2169,DK03 - Syddanmark
110006100,83,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Primary school 8-11 years,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,8,4 Oct 21,17 - 19 h,2600,DK03 - Syddanmark
110006101,32,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,7,3 Oct 21,8 - 12 h,2097,DK04 - Midtjylland
110006102,53,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,5,3 Oct 21,8 - 12 h,3630,DK04 - Midtjylland
110006103,61,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,6,3 Oct 21,13 - 16 h,3734,DK04 - Midtjylland
110006104,55,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,10 Right,3 Oct 21,13 - 16 h,4484,DK04 - Midtjylland
110006105,80,Low,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Master or equivalent,Man,"Retired, unable to work","Employed professional (employed doctor, etc.)",Small/middle town,The middle class of society,7,5 Oct 21,13 - 16 h,2989,DK03 - Syddanmark
110006106,78,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,"DEN:Primary school, less than 7 years",Man,"Retired, unable to work","Owner of a shop, craftsmen, etc.",Small/middle town,The middle class of society,7,5 Oct 21,13 - 16 h,20656,DK05 - Nordjylland
110006107,41,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Supervisor,Inap. (not 1 to 4 in d15a),Large town,The upper middle class of society,5,4 Oct 21,17 - 19 h,2294,DK01 - Hovedstaden
110006108,52,Low,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,DK (SPONT.),7,4 Oct 21,17 - 19 h,1755,DK01 - Hovedstaden
110006109,32,Not at all,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Student,Skilled manual worker,Rural area or village,The middle class of society,5,4 Oct 21,13 - 16 h,2819,DK02 - Sjaelland
110006110,57,Low,Fairly important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Woman,"Unemployed, temporarily not working",Skilled manual worker,Small/middle town,The working class of society,5,4 Oct 21,8 - 12 h,2913,DK04 - Midtjylland
110006111,72,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Widow,DEN:Diploma Degree,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,6,4 Oct 21,8 - 12 h,2805,DK02 - Sjaelland
110006112,Refusal,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,3,4 Oct 21,13 - 16 h,2961,DK03 - Syddanmark
